Score,"Organism Id","Organism Name",Name,Track,"Protein Id","Transcript Id",Location,Scaffold,Start,End,Strand,Annotations,"User Annotations"
0.101437,Borrad1,"Boreostereum radiatum TFC1981-005 v1.0","fgenesh1_kg.79_#_54_#_TRINITY_DN2075_c0_g1_i2","fgenesh1_kg",1773909,1774169,"scaffold_79:15,230-16,963 (-)","scaffold_79",15230,16963,"(-)","TCDB:1.C.97.1.1",""
0.101431,Serbor1,"Serpulomyces borealis OMC1750 v1.0","CE259212_2060","null",259213,259467,"scaffold_13:230,996-231,845 (+)","scaffold_13",230996,231845,"(+)","TCDB:1.C.97.1.1",""
0.101431,Serbor1,"Serpulomyces borealis OMC1750 v1.0","gm1.5201_g","Genemark1",1861927,1862181,"scaffold_13:222,865-224,608 (-)","scaffold_13",222865,224608,"(-)","TCDB:1.C.97.1.1",""
0.101428,Hydpi2,"Hydnomerulius pinastri v2.0","gm1.6523_g","Genemark1",29368,29502,"scaffold_16:326,661-328,262 (-)","scaffold_16",326661,328262,"(-)","TCDB:1.C.97.1.1 IPRF:ipr010916",""
0.101424,Leisp1,"Leiotrametes sp. CIRM-BRFM 1775 v1.0","estExt_Genemark1.C_2830004","estExt_Genemark1",1439526,1439859,"scaffold_283:6,413-7,157 (+)","scaffold_283",6413,7157,"(+)","TCDB:1.C.97.1.1",""
0.101421,Melbro1,"Melanogaster broomeianus MBLB.BST v1.0","fgenesh1_pg.29_#_23","fgenesh1_pg",62201,62433,"scaffold_29:69,678-71,455 (-)","scaffold_29",69678,71455,"(-)","TCDB:1.C.97.1.1",""
0.101421,Sebvebe1,"Serendipita vermifera ssp. bescii NFPB0129 v1.0","CE350594_1682","null",350595,350664,"scaffold_36:110,325-112,463 (+)","scaffold_36",110325,112463,"(+)","TCDB:1.C.97.1.1",""
0.101412,MroMCA2997_1,"Moniliophthora roreri MCA 2997","Moror_2668","ExternalModels",15544,15544,"sctg_720002:11,633-12,228 (+)","sctg_720002",11633,12228,"(+)","TCDB:1.C.97.1.1",""
0.101404,Botbo1,"Botryobasidium botryosum v1.0","CE406650_1561","null",599990,600153,"scaffold_9:143,160-144,647 (-)","scaffold_9",143160,144647,"(-)","TCDB:1.C.97.1.1",""
0.101404,Botbo1,"Botryobasidium botryosum v1.0","estExt_Genemark1.C_630034","estExt_Genemark1",191077,191240,"scaffold_63:118,942-121,105 (-)","scaffold_63",118942,121105,"(-)","TCDB:1.C.97.1.1 IPRF:ipr008985",""
0.101398,Polar1,"Polyporus arcularius v1.0","estExt_Genemark1.C_15480002","estExt_Genemark1",668429,668711,"scaffold_1548:2,830-3,526 (+)","scaffold_1548",2830,3526,"(+)","TCDB:1.C.97.1.1",""
0.101397,Piswes1,"Pisolithus tympanobaculus R1 v1.0","CE731052_777","null",731053,731053,"scaffold_194:45,395-46,677 (-)","scaffold_194",45395,46677,"(-)","TCDB:1.C.97.1.1",""
0.101395,Chopur1,"Chondrostereum purpureum OMC1767 v1.0","CE302315_1755","null",302316,302316,"scaffold_230:72,138-74,360 (-)","scaffold_230",72138,74360,"(-)","TCDB:1.C.97.1.1",""
0.101395,CerAGI,"Ceratobasidium sp. anastomosis group I; DN8442 v1.0","CE217372_149","null",217373,217501,"scaffold_30:112,764-114,949 (+)","scaffold_30",112764,114949,"(+)","TCDB:1.C.97.1.1 IPRF:ipr001229",""
0.101386,Tulca1,"Tulasnella calospora AL13/4D v1.0","gm1.7037_g","Genemark1",23482,23573,"scaffold_70:162,127-163,226 (+)","scaffold_70",162127,163226,"(+)","TCDB:1.C.97.1.1",""
0.101386,Tulca1,"Tulasnella calospora AL13/4D v1.0","gm1.7038_g","Genemark1",23483,23574,"scaffold_70:168,766-170,284 (+)","scaffold_70",168766,170284,"(+)","TCDB:1.C.97.1.1",""
0.101386,Tulca1,"Tulasnella calospora AL13/4D v1.0","MIX13116_418_90","null",222710,222801,"scaffold_275:9,631-11,002 (+)","scaffold_275",9631,11002,"(+)","TCDB:1.C.97.1.1 IPRF:ipr009002",""
0.101377,Galma1,"Galerina marginata v1.0","gm1.12228_g","Genemark1",143727,143876,"scaffold_26:135,340-135,868 (-)","scaffold_26",135340,135868,"(-)","TCDB:1.C.97.1.1",""
0.101326,Sphst1,"Sphaerobolus stellatus v1.0","estExt_Genewise1Plus.C_300072","estExt_Genewise1Plus",226528,227453,"scaffold_30:259,620-261,611 (+)","scaffold_30",259620,261611,"(+)","TCDB:1.C.97.1.1",""
0.101326,Sphst1,"Sphaerobolus stellatus v1.0","estExt_Genewise1Plus.C_2880018","estExt_Genewise1Plus",236447,237372,"scaffold_288:69,114-71,105 (+)","scaffold_288",69114,71105,"(+)","TCDB:1.C.97.1.1",""
0.101326,Sphst1,"Sphaerobolus stellatus v1.0","gm1.13076_g","Genemark1",251186,252111,"scaffold_37:715,084-717,059 (-)","scaffold_37",715084,717059,"(-)","TCDB:1.C.97.1.1",""
0.101326,Sphst1,"Sphaerobolus stellatus v1.0","gm1.29190_g","Genemark1",267300,268225,"scaffold_173:192,660-194,111 (-)","scaffold_173",192660,194111,"(-)","TCDB:1.C.97.1.1",""
0.101326,Sphst1,"Sphaerobolus stellatus v1.0","gm1.30855_g","Genemark1",268965,269890,"scaffold_204:98,924-100,430 (-)","scaffold_204",98924,100430,"(-)","TCDB:1.C.97.1.1",""
0.100396,PleosDSM11191_1,"Pleurotus ostreatus DSM 11191 v1.0","e_gw1.65.206.1","Genewise1Plus",1196927,1197549,"scaffold_65:163,001-165,017 (+)","scaffold_65",163001,165017,"(+)","TCDB:1.C.97.1.1 IPRF:ipr020864 PFD:pf01823",""
0.094701,Volvo1,"Volvariella volvacea V23","conserved hypothetical protein","ExternalModels",119888,120060,"VVO_00024:252,728-255,583 (-)","VVO_00024",252728,255583,"(-)","TCDB:1.C.97.2.1",""
0.094679,Monpe1_1,"Moniliophthora perniciosa FA553","MPER_11918m.01","ExternalModels",87018,87137,"contig_17235:200-2,337 (+)","contig_17235",200,2337,"(+)","TCDB:1.C.97.1.2",""
0.094666,Rhiso1,"Rhizoctonia solani AG-1 IB","g11266.t1","ExternalModels",11266,11430,"scaffold_00339:12,507-16,544 (-)","scaffold_00339",12507,16544,"(-)","TCDB:1.C.97.2.1",""
0.094666,Rhiso1,"Rhizoctonia solani AG-1 IB","g15143.t1","ExternalModels",15143,15307,"scaffold_01577:33-1,632 (-)","scaffold_01577",33,1632,"(-)","TCDB:1.C.97.2.1",""
0.087015,Serbor1,"Serpulomyces borealis OMC1750 v1.0","CE697184_4107","null",697185,697439,"scaffold_27:145,290-147,137 (-)","scaffold_27",145290,147137,"(-)","TCDB:1.C.97.1.1 IPRF:ipr020864 PFD:pf01823",""
0.087010,Clibor1,"Climacocystis borealis CliBor001 v1.0","fgenesh1_kg.9_#_2031_#_TRINITY_DN4499_c1_g1_i3","fgenesh1_kg",1193878,1194318,"scaffold_9:1,107,558-1,108,167 (-)","scaffold_9",1107558,1108167,"(-)","TCDB:1.C.97.1.1",""
0.086998,Anokam1,"Anomoporia kamtschatica OMC1758 v1.0","CE594382_24123","null",594383,594783,"scaffold_29:26,296-28,498 (-)","scaffold_29",26296,28498,"(-)","TCDB:1.C.97.1.1 IPRF:ipr020864 PFD:pf01823",""
0.086996,Polsqu1,"Polyporus squamosus CCBS 676 v1.0","gm1.5126_g","Genemark1",738964,739323,"scaffold_36:219,468-221,500 (-)","scaffold_36",219468,221500,"(-)","TCDB:1.C.97.1.1 IPRF:ipr020864 PFD:pf01823",""
0.086983,Denmi1,"Dendrothele microspora FP 101998 v1.0","fgenesh1_kg.44_#_57_#_TRINITY_DN2205_c0_g2_i1","fgenesh1_kg",980976,981430,"scaffold_44:49,028-51,500 (-)","scaffold_44",49028,51500,"(-)","TCDB:1.C.97.1.1 IPRF:ipr020864 PFD:pf01823",""
0.086978,CerAGI,"Ceratobasidium sp. anastomosis group I; DN8442 v1.0","CE217365_387","null",217366,217494,"scaffold_30:109,914-111,921 (+)","scaffold_30",109914,111921,"(+)","TCDB:1.C.97.1.1 IPRF:ipr001229 PFD:pf01419",""
0.086975,Oudmuc1,"Oudemansiella mucida CBS 558.79 v1.0","gm1.2232_g","Genemark1",1429374,1429824,"scaffold_5:374,856-376,838 (+)","scaffold_5",374856,376838,"(+)","TCDB:1.C.97.1.2 IPRF:ipr020864",""
0.086975,Tulsp425_1,"Tulasnella sp. 425 v1.0","gm1.5289_g","Genemark1",2100425,2100711,"scaffold_7:1,837,189-1,838,598 (+)","scaffold_7",1837189,1838598,"(+)","TCDB:1.C.97.1.1 IPRF:ipr020864 PFD:pf01823",""
0.086974,Cersp395_1,"Ceratobasidium sp. 395 v1.0","fgenesh1_kg.65_#_113_#_TRINITY_DN12049_c1_g2_i1","fgenesh1_kg",1509970,1510408,"scaffold_65:101,262-102,375 (+)","scaffold_65",101262,102375,"(+)","TCDB:1.C.97.1.1",""
0.086968,FlaPMI526_1,"Flagelloscypha sp. PMI_526 v1.0","CE1276881_289","null",1276882,1277202,"scaffold_9:500,928-502,769 (+)","scaffold_9",500928,502769,"(+)","TCDB:1.C.97.1.1 IPRF:ipr020864 PFD:pf01823",""
0.086942,Cersp423_1,"Ceratobasidium sp. 423 v1.0","fgenesh1_kg.126_#_111_#_TRINITY_DN13432_c0_g1_i1","fgenesh1_kg",1805276,1805768,"scaffold_126:172,227-174,289 (+)","scaffold_126",172227,174289,"(+)","TCDB:1.C.97.1.1 IPRF:ipr020864 PFD:pf01823",""
0.086942,Cersp423_1,"Ceratobasidium sp. 423 v1.0","MIX11240_26_69","null",2001460,2001952,"scaffold_126:216,563-218,501 (+)","scaffold_126",216563,218501,"(+)","TCDB:1.C.97.1.1 IPRF:ipr020864 PFD:pf01823",""
0.086942,Gymear1,"Gymnopus earleae GB-263.02 v1.0","CE781542_7980","null",781543,781913,"scaffold_62:140,575-142,883 (+)","scaffold_62",140575,142883,"(+)","TCDB:1.C.97.1.1 IPRF:ipr020864 PFD:pf01823",""
0.082928,Flafl1,"Flavodon flavus 38 v1.0","CE822842_1440","null",822843,823129,"scaffold_5:2,196,399-2,198,711 (+)","scaffold_5",2196399,2198711,"(+)","TCDB:1.C.97.2.1 IPRF:ipr020864 PFD:pf01823",""
0.082923,Pirin1,"Piriformospora indica DSM 11827 from MPI","mRNA:PIIN_05796","ExternalModels1",76603,76661,"PIRI_contig_0142:46,756-49,168 (+)","PIRI_contig_0142",46756,49168,"(+)","TCDB:1.C.97.1.2",""
0.082923,Pirin1,"Piriformospora indica DSM 11827 from MPI","mRNA:PIIN_10499","ExternalModels1",81325,81383,"PIRI_contig_0809:189-2,540 (-)","PIRI_contig_0809",189,2540,"(-)","TCDB:1.C.97.1.2",""
0.082923,Trace1,"Trametopsis cervina CIRM-BRFM 1824 v1.0","CE1210132_6128","null",1210133,1210262,"scaffold_8:1,034,672-1,036,139 (+)","scaffold_8",1034672,1036139,"(+)","TCDB:1.C.97.1.2",""
0.082913,Piscap1,"Pisolithus capsulifer 3163 v1.0","estExt_Genewise1.C_5_t20002","estExt_Genewise1",1952785,1955613,"scaffold_5:699,840-701,815 (-)","scaffold_5",699840,701815,"(-)","TCDB:1.C.97.1.2",""
0.082913,Serbor1,"Serpulomyces borealis OMC1750 v1.0","gm1.5207_g","Genemark1",1861933,1862187,"scaffold_13:234,686-236,478 (+)","scaffold_13",234686,236478,"(+)","TCDB:1.C.97.1.2",""
0.082910,Hydpi2,"Hydnomerulius pinastri v2.0","gm1.6524_g","Genemark1",29369,29503,"scaffold_16:329,123-331,005 (-)","scaffold_16",329123,331005,"(-)","TCDB:1.C.97.1.2",""
0.082902,Sebvebe1,"Serendipita vermifera ssp. bescii NFPB0129 v1.0","CE388680_186","null",388681,388750,"scaffold_41:107,871-109,110 (-)","scaffold_41",107871,109110,"(-)","TCDB:1.C.97.1.2",""
0.082901,Trapub1,"Trametes pubescens FBCC735","scaffold_1568.3","ExternalModels",5032,5032,"scaffold_1568:5,611-6,708 (-)","scaffold_1568",5611,6708,"(-)","TCDB:1.C.97.1.2",""
0.082901,Trapub1,"Trametes pubescens FBCC735","scaffold_1568.4","ExternalModels",5033,5033,"scaffold_1568:6,763-7,547 (+)","scaffold_1568",6763,7547,"(+)","TCDB:1.C.97.1.2",""
0.082897,Hexnit1,"Hexagonia nitida CIRM-BRFM 1802 v1.0","estExt_Genemark1.C_2_t20095","estExt_Genemark1",1350403,1350592,"scaffold_2:2,187,458-2,188,660 (+)","scaffold_2",2187458,2188660,"(+)","TCDB:1.C.97.1.2",""
0.082896,Pisthe227_1,"Pisolithus croceorrhizus ssp. 2 72 v1.0","gm1.12094_g","Genemark1",2074729,2075371,"scaffold_128:26,280-28,052 (-)","scaffold_128",26280,28052,"(-)","TCDB:1.C.97.1.2",""
0.082894,Irplac1,"Irpex lacteus CCBAS Fr. 238 617/93 v1.0","CE636526_553","null",636527,636717,"scaffold_28:423,861-425,584 (-)","scaffold_28",423861,425584,"(-)","TCDB:1.C.97.2.1 IPRF:ipr020864 PFD:pf01823",""
0.082894,Cont1119283,"Clitocybe sp. JGI1119283 v1.0","e_gw1.79.15.1","Genewise1Plus",63447,64297,"scaffold_79:166,390-169,555 (-)","scaffold_79",166390,169555,"(-)","TCDB:1.C.97.2.1",""
0.082894,Lenti7_1,"Lentinus tigrinus ALCF2SS1-7 v1.0","gm1.7791_g","Genemark1",571987,572280,"scaffold_16:188,631-190,714 (+)","scaffold_16",188631,190714,"(+)","TCDB:1.C.97.1.2",""
0.082894,Lenti7_1,"Lentinus tigrinus ALCF2SS1-7 v1.0","estExt_Genewise1Plus.C_160099","estExt_Genewise1Plus",510006,510299,"scaffold_16:184,778-187,001 (+)","scaffold_16",184778,187001,"(+)","TCDB:1.C.97.1.2",""
0.082894,MroMCA2997_1,"Moniliophthora roreri MCA 2997","Moror_2669","ExternalModels",15545,15545,"sctg_720002:12,350-13,314 (+)","sctg_720002",12350,13314,"(+)","TCDB:1.C.97.1.2",""
0.082892,Lenti6_1,"Lentinus tigrinus ALCF2SS1-6 v1.0","gm1.11394_g","Genemark1",616509,616801,"scaffold_62:124,278-126,364 (+)","scaffold_62",124278,126364,"(+)","TCDB:1.C.97.1.2",""
0.082892,Traver1,"Trametes versicolor ATCC 20869","rna-Trave2p4_12942","ExternalModels",9893,9893,"scaffold_35:337,265-339,330 (+)","scaffold_35",337265,339330,"(+)","TCDB:1.C.97.1.2 IPRF:ipr020864 PFD:pf01823",""
0.082892,Sisbr1,"Lentinus tigrinus v1.0","gm1.11334_g","Genemark1",630661,630965,"scaffold_47:46,973-49,059 (-)","scaffold_47",46973,49059,"(-)","TCDB:1.C.97.1.2",""
0.082892,Sisbr1,"Lentinus tigrinus v1.0","gm1.11335_g","Genemark1",630662,630966,"scaffold_47:50,808-52,873 (-)","scaffold_47",50808,52873,"(-)","TCDB:1.C.97.1.2",""
0.082892,Pisthe1,"Pisolithus thermaeus 11 v1.0","gm1.11778_g","Genemark1",1760210,1760864,"scaffold_40:291,444-293,216 (-)","scaffold_40",291444,293216,"(-)","TCDB:1.C.97.1.2",""
0.082890,Pleery1,"Pleurotus eryngii ATCC 90797 v1.0","e_gw1.22.109.1","Genewise1Plus",1387140,1387322,"scaffold_22:256,657-258,666 (-)","scaffold_22",256657,258666,"(-)","TCDB:1.C.97.1.2",""
0.082886,Botbo1,"Botryobasidium botryosum v1.0","CE233802_200","null",427142,427305,"scaffold_38:15,512-17,075 (-)","scaffold_38",15512,17075,"(-)","TCDB:1.C.97.1.2",""
0.082886,Elmca1,"Aporpium caryae L-13461","e_gw1.24.103.1","Genewise1Plus",668576,668689,"scaffold_24:50,412-52,406 (-)","scaffold_24",50412,52406,"(-)","TCDB:1.C.97.1.2",""
0.082880,Polar1,"Polyporus arcularius v1.0","gm1.5546_g","Genemark1",598583,598865,"scaffold_148:59,955-61,965 (-)","scaffold_148",59955,61965,"(-)","TCDB:1.C.97.1.2",""
0.082880,Polar1,"Polyporus arcularius v1.0","gm1.14774_g","Genemark1",607811,608093,"scaffold_2306:39-1,311 (-)","scaffold_2306",39,1311,"(-)","TCDB:1.C.97.1.2",""
0.082880,Polar1,"Polyporus arcularius v1.0","estExt_Genemark1.C_23240001","estExt_Genemark1",668651,668933,"scaffold_2324:527-1,298 (-)","scaffold_2324",527,1298,"(-)","TCDB:1.C.97.1.2",""
0.082880,Polar1,"Polyporus arcularius v1.0","gw1.2509.1.1","Genewise1",439717,439999,"scaffold_2509:7-1,041 (-)","scaffold_2509",7,1041,"(-)","TCDB:1.C.97.1.2",""
0.082875,Polbr1,"Polyporus brumalis CIRM-BRFM 1820 v1.0","gm1.6268_g","Genemark1",1482687,1482947,"scaffold_24:75,313-77,323 (+)","scaffold_24",75313,77323,"(+)","TCDB:1.C.97.1.2",""
0.082875,Polbr1,"Polyporus brumalis CIRM-BRFM 1820 v1.0","gm1.6266_g","Genemark1",1482685,1482945,"scaffold_24:66,312-68,345 (+)","scaffold_24",66312,68345,"(+)","TCDB:1.C.97.1.2",""
0.082865,Pilsph1,"Piloderma sphaerosporum 354 v1.0","CE515665_7881","null",515666,515912,"scaffold_8:1,877,525-1,880,478 (+)","scaffold_8",1877525,1880478,"(+)","TCDB:1.C.97.1.2",""
0.082861,Sclci1,"Scleroderma citrinum Foug A v1.0","fgenesh1_kg.120_#_5_#_Locus6607v1rpkm15.41","fgenesh1_kg",1220562,1220775,"scaffold_120:22,279-24,492 (-)","scaffold_120",22279,24492,"(-)","TCDB:1.C.97.1.2",""
0.082858,Galma1,"Galerina marginata v1.0","CE780722_38225","null",1064925,1065074,"scaffold_46:250,483-252,961 (-)","scaffold_46",250483,252961,"(-)","TCDB:1.C.97.2.1 KOG:KOG2992",""
0.082858,Galma1,"Galerina marginata v1.0","fgenesh1_pm.17_#_53","fgenesh1_pm",227357,227506,"scaffold_17:216,169-218,696 (+)","scaffold_17",216169,218696,"(+)","TCDB:1.C.97.2.1 IPRF:ipr008997",""
0.082858,Pilcr1,"Piloderma olivaceum F 1598 v1.0","fgenesh1_kg.00017_#_43_#_Locus2947v1rpkm71.81","fgenesh1_kg",817596,817685,"scaffold_00017:76,618-78,921 (+)","scaffold_00017",76618,78921,"(+)","TCDB:1.C.97.1.2",""
0.082815,Fibsp1,"Fibulorhizoctonia psychrophila CBS 109695 v1.0","CE186159_49","null",186160,186351,"scaffold_184:89,560-90,649 (-)","scaffold_184",89560,90649,"(-)","TCDB:1.C.97.1.2",""
0.082815,Fibsp1,"Fibulorhizoctonia psychrophila CBS 109695 v1.0","gm1.6329_g","Genemark1",948615,948806,"scaffold_30:188,759-191,172 (+)","scaffold_30",188759,191172,"(+)","TCDB:1.C.97.1.2",""
0.082792,Mycmet1,"Mycena metata CBHHK182m v1.0","MIX10730_2_15","null",1764089,1767805,"scaffold_121:248,294-250,132 (+)","scaffold_121",248294,250132,"(+)","TCDB:1.C.97.2.1",""
0.082714,Mycoli1,"Mycena olivaceomarginata CBHHK47/15 v1.0","MIX163615_2_17","null",3704566,3706750,"scaffold_382:87,797-90,618 (+)","scaffold_382",87797,90618,"(+)","TCDB:1.C.97.2.1",""
0.071170,Pycpun1,"Pycnoporus puniceus CIRM-BRFM 1868 v1.0","fgenesh1_kg.3_#_1087_#_Locus5111v10rpkm0.08_PRE","fgenesh1_kg",478172,478457,"scaffold_3:938,452-940,354 (-)","scaffold_3",938452,940354,"(-)","TCDB:1.C.97.1.2 IPRF:ipr020864 PFD:pf01823",""
0.071150,Sisser1,"Sistotrema sernanderi OMC 1753 v1.0","CE154334_5056","null",154335,154813,"scaffold_11:1,533,870-1,537,797 (-)","scaffold_11",1533870,1537797,"(-)","TCDB:1.C.97.2.1 IPRF:ipr020864 PFD:pf01823",""
0.071150,Tragib1,"Trametes gibbosa CIRM-BRFM 1770 v1.0","fgenesh1_pm.22_#_2","fgenesh1_pm",1410894,1411106,"scaffold_22:28,019-30,279 (-)","scaffold_22",28019,30279,"(-)","TCDB:1.C.97.1.2",""
0.071148,Pisori2,"Pisolithus orientalis OTSU v2.0","fgenesh1_kg.7_#_461_#_TRINITY_DN5440_c0_g1_i1","fgenesh1_kg",815422,815954,"scaffold_7:249,985-252,097 (-)","scaffold_7",249985,252097,"(-)","TCDB:1.C.97.1.2",""
0.071147,Iscben1,"Ischnoderma benzoinum IVC119 v1.0","e_gw1.51.28.1","Genewise1Plus",872020,872020,"scaffold_51:202,730-204,719 (+)","scaffold_51",202730,204719,"(+)","TCDB:1.C.97.1.2 IPRF:ipr020864",""
0.071147,Cercru1,"Cerinomyces crustulinus OMC1686 v1.0","fgenesh1_pg.29_#_42","fgenesh1_pg",2846832,2847052,"scaffold_29:150,568-152,635 (-)","scaffold_29",150568,152635,"(-)","TCDB:1.C.97.1.2 IPRF:ipr013320",""
0.071146,Pismi_AB1_1,"Pisolithus sp. B1 v1.0","MIX22243_563_34","null",1248146,1248962,"scaffold_2:974,786-976,727 (-)","scaffold_2",974786,976727,"(-)","TCDB:1.C.97.1.2",""
0.071142,Serbor1,"Serpulomyces borealis OMC1750 v1.0","CE1076975_4707","null",1076976,1077230,"scaffold_42:134,373-136,719 (-)","scaffold_42",134373,136719,"(-)","TCDB:1.C.97.1.2 IPRF:ipr020864 PFD:pf01823",""
0.071142,Serbor1,"Serpulomyces borealis OMC1750 v1.0","fgenesh1_kg.13_#_461_#_TRINITY_DN1424_c0_g1_i4","fgenesh1_kg",1785478,1785732,"scaffold_13:227,352-229,824 (+)","scaffold_13",227352,229824,"(+)","TCDB:1.C.97.1.2",""
0.071139,Trabet1,"Trametes betulina CIRM-BRFM 1801 v1.0","e_gw1.52.228.1","Genewise1Plus",740569,740788,"scaffold_52:170,754-172,832 (+)","scaffold_52",170754,172832,"(+)","TCDB:1.C.97.1.2 IPRF:ipr020864 PFD:pf01823",""
0.071139,Tulsp427_1,"Tulasnella sp. 427 v1.0","estExt_fgenesh1_pg.C_120316","estExt_fgenesh1_pg",1225924,1226202,"scaffold_12:1,111,829-1,113,781 (+)","scaffold_12",1111829,1113781,"(+)","TCDB:1.C.97.1.2 IPRF:ipr020864 PFD:pf01823",""
0.071138,Clibor1,"Climacocystis borealis CliBor001 v1.0","gm1.3931_g","Genemark1",1291328,1291768,"scaffold_9:193,009-195,064 (-)","scaffold_9",193009,195064,"(-)","TCDB:1.C.97.1.2",""
0.071138,Clibor1,"Climacocystis borealis CliBor001 v1.0","gm1.6248_g","Genemark1",1293645,1294085,"scaffold_17:582,724-584,774 (+)","scaffold_17",582724,584774,"(+)","TCDB:1.C.97.1.2 IPRF:ipr020864",""
0.071138,Clibor1,"Climacocystis borealis CliBor001 v1.0","gm1.10147_g","Genemark1",1297544,1297984,"scaffold_51:153,690-155,744 (+)","scaffold_51",153690,155744,"(+)","TCDB:1.C.97.1.2 IPRF:ipr020864",""
0.071138,Clibor1,"Climacocystis borealis CliBor001 v1.0","MIX72140_3759_21","null",1419838,1420278,"scaffold_9:1,109,314-1,111,362 (+)","scaffold_9",1109314,1111362,"(+)","TCDB:1.C.97.1.2 IPRF:ipr020864 PFD:pf01823",""
0.071138,Clibor1,"Climacocystis borealis CliBor001 v1.0","CE768513_1523","null",768514,768954,"scaffold_51:143,438-145,973 (+)","scaffold_51",143438,145973,"(+)","TCDB:1.C.97.1.2 IPRF:ipr020864",""
0.071131,Sebvebe1,"Serendipita vermifera ssp. bescii NFPB0129 v1.0","gm1.10625_g","Genemark1",820185,820254,"scaffold_250:4,405-7,141 (-)","scaffold_250",4405,7141,"(-)","TCDB:1.C.97.1.2 IPRF:ipr001862 PFD:pf01823",""
0.071131,Trave1,"Trametes versicolor v1.0","gm1.11805_g","Genemark1",52921,53191,"scaffold_12:2,191,946-2,194,011 (+)","scaffold_12",2191946,2194011,"(+)","TCDB:1.C.97.1.2","Description:erylysin B-like:Ursula Kües:2011-08-02 Defline:erylysin B:Ursula Kües:2011-08-02 Disposition:Catalog:Ursula Kües:2011-08-02"
0.071129,Cervir1,"Ceriporia viridans OMC1683 v1.0","fgenesh1_pm.36_#_49","fgenesh1_pm",2016199,2016683,"scaffold_36:198,834-200,859 (-)","scaffold_36",198834,200859,"(-)","TCDB:1.C.97.1.2",""
0.071126,Lepnud1,"Lepista nuda CBS 247.69 v1.0","estExt_fgenesh1_pm.C_1210011","estExt_fgenesh1_pm",1292160,1292382,"scaffold_121:56,237-58,207 (+)","scaffold_121",56237,58207,"(+)","TCDB:1.C.97.1.2 IPRF:ipr020864",""
