Score,"Organism Id","Organism Name",Name,Track,"Protein Id","Transcript Id",Location,Scaffold,Start,End,Strand,Annotations,"User Annotations"
0.062055,Entgas1,"Entoloma gasteromycetoides TAS9 v1.0","CE909678_791","null",909679,909679,"scaffold_3:511,492-514,237 (-)","scaffold_3",511492,514237,"(-)","IPRF:ipr020864 PFD:pf01823",""
0.062050,Strrug1,"Stropharia rugosoannulata MYCOTA018 v1.0","e_gw1.104.55.1","Genewise1Plus",1476878,1477660,"scaffold_104:194,757-198,213 (+)","scaffold_104",194757,198213,"(+)","IPRF:ipr020864 PFD:pf01823",""
0.062050,Strrug1,"Stropharia rugosoannulata MYCOTA018 v1.0","fgenesh1_pg.188_#_18","fgenesh1_pg",1632682,1633464,"scaffold_188:71,674-74,215 (-)","scaffold_188",71674,74215,"(-)","IPRF:ipr020864 PFD:pf01823",""
0.062050,Strrug1,"Stropharia rugosoannulata MYCOTA018 v1.0","fgenesh1_kg.87_#_142_#_TRINITY_DN352_c0_g1_i8","fgenesh1_kg",1718300,1719082,"scaffold_87:98,901-101,722 (+)","scaffold_87",98901,101722,"(+)","IPRF:ipr020864 PFD:pf01823",""
0.062050,Strrug1,"Stropharia rugosoannulata MYCOTA018 v1.0","fgenesh1_kg.104_#_170_#_TRINITY_DN352_c0_g2_i5","fgenesh1_kg",1726502,1727284,"scaffold_104:149,777-152,426 (+)","scaffold_104",149777,152426,"(+)","IPRF:ipr020864 PFD:pf01823",""
0.062050,Strrug1,"Stropharia rugosoannulata MYCOTA018 v1.0","fgenesh1_kg.278_#_27_#_TRINITY_DN352_c0_g2_i5","fgenesh1_kg",1759318,1760100,"scaffold_278:26,730-29,378 (-)","scaffold_278",26730,29378,"(-)","IPRF:ipr020864 PFD:pf01823",""
0.062046,Tulsp425_1,"Tulasnella sp. 425 v1.0","estExt_Genemark1.C_8_t10152","estExt_Genemark1",2229085,2229371,"scaffold_8:491,300-493,473 (+)","scaffold_8",491300,493473,"(+)","IPRF:ipr020864 PFD:pf01823",""
0.062045,Cersp395_1,"Ceratobasidium sp. 395 v1.0","fgenesh1_kg.52_#_273_#_TRINITY_DN11619_c0_g1_i3","fgenesh1_kg",1504672,1505110,"scaffold_52:283,454-288,541 (-)","scaffold_52",283454,288541,"(-)","IPRF:ipr020864 PFD:pf01823",""
0.062045,Cersp395_1,"Ceratobasidium sp. 395 v1.0","MIX4773_107_71","null",1619707,1620145,"scaffold_10:138,529-140,683 (+)","scaffold_10",138529,140683,"(+)","IPRF:ipr020864 PFD:pf01823",""
0.062038,Pilsph1,"Piloderma sphaerosporum 354 v1.0","CE43031_874","null",43032,43278,"scaffold_10:589,812-592,340 (+)","scaffold_10",589812,592340,"(+)","IPRF:ipr020864 IPRF:ipr027417 PFD:pf01823",""
0.062038,Pilsph1,"Piloderma sphaerosporum 354 v1.0","fgenesh1_pg.34_#_44","fgenesh1_pg",758337,758583,"scaffold_34:227,474-230,826 (+)","scaffold_34",227474,230826,"(+)","IPRF:ipr020864 PFD:pf01823",""
0.062037,Armlut1,"Armillaria luteobubalina HWK02 v1.0","MIX54608_85_44","null",1426653,1427409,"scaffold_5:652,359-653,593 (+)","scaffold_5",652359,653593,"(+)","IPRF:ipr020864 PFD:pf01823",""
0.062037,Corgl3,"Phlegmacium glaucopus AT 2004 276 v2.0","estExt_fgenesh1_pg.C_360023","estExt_fgenesh1_pg",7238143,7238257,"scaffold_36:122,797-125,992 (-)","scaffold_36",122797,125992,"(-)","IPRF:ipr001862 PFD:pf01823",""
0.062034,Tulhel1,"Tulasnella helicospora OP6.3d v1.0","estExt_Genewise1.C_17_t10472","estExt_Genewise1",1844274,1844532,"scaffold_17:775,973-778,129 (-)","scaffold_17",775973,778129,"(-)","IPRF:ipr020864 PFD:pf01823",""
0.062034,Tulhel1,"Tulasnella helicospora OP6.3d v1.0","fgenesh1_kg.11_#_1345_#_TRINITY_DN3136_c0_g1_i5","fgenesh1_kg",1955636,1955894,"scaffold_11:680,516-683,415 (-)","scaffold_11",680516,683415,"(-)","IPRF:ipr020864 PFD:pf01823",""
0.062034,Tulhel1,"Tulasnella helicospora OP6.3d v1.0","fgenesh1_kg.11_#_1339_#_TRINITY_DN3136_c0_g1_i5","fgenesh1_kg",1955630,1955888,"scaffold_11:674,513-677,410 (-)","scaffold_11",674513,677410,"(-)","IPRF:ipr020864 PFD:pf01823",""
0.062013,Cersp423_1,"Ceratobasidium sp. 423 v1.0","fgenesh1_kg.45_#_61_#_TRINITY_DN2166_c0_g1_i2","fgenesh1_kg",1760185,1760677,"scaffold_45:59,375-61,355 (-)","scaffold_45",59375,61355,"(-)","IPRF:ipr020864 PFD:pf01823",""
0.062013,Gymear1,"Gymnopus earleae GB-263.02 v1.0","estExt_Genemark1.C_490054","estExt_Genemark1",1395349,1395719,"scaffold_49:170,583-173,491 (-)","scaffold_49",170583,173491,"(-)","IPRF:ipr020864 PFD:pf01823",""
0.062002,Mycpur1,"Mycena pura 9144 v1.0","MIX69978_773_24","null",651261,652135,"scaffold_5:1,878,225-1,880,752 (+)","scaffold_5",1878225,1880752,"(+)","IPRF:ipr020864 PFD:pf01823",""
0.061990,Mycale1,"Mycena alexandri CBHHK200 v1.0","fgenesh1_pg.24_#_96","fgenesh1_pg",1178394,1181502,"scaffold_24:492,194-495,133 (+)","scaffold_24",492194,495133,"(+)","IPRF:ipr020864 IPRF:ipr027417 PFD:pf01823",""
0.061990,Mycale1,"Mycena alexandri CBHHK200 v1.0","fgenesh1_pg.24_#_103","fgenesh1_pg",1178401,1181509,"scaffold_24:525,672-526,864 (+)","scaffold_24",525672,526864,"(+)","IPRF:ipr020864 PFD:pf01823",""
0.061988,Cyapal1,"Cyathus pallidus NK-01 v1.0","estExt_Genemark4.C_400441","estExt_Genemark4",724420,730528,"scaffold_40:1,702,020-1,704,570 (+)","scaffold_40",1702020,1704570,"(+)","IPRF:ipr020864 PFD:pf01823",""
0.061984,Mycros1,"Mycena rosella CBHHK067 v1.0","gm1.29882_g","Genemark1",1219978,1220670,"scaffold_758:17-3,769 (+)","scaffold_758",17,3769,"(+)","IPRF:ipr020864 PFD:pf01823",""
0.061982,Mycsan1,"Mycena sanguinolenta CBHHK176m v1.0","estExt_fgenesh1_pg.C_80234","estExt_fgenesh1_pg",1070307,1070871,"scaffold_8:1,005,633-1,008,601 (+)","scaffold_8",1005633,1008601,"(+)","IPRF:ipr020864 IPRF:ipr027417 PFD:pf01823",""
0.061982,Mycsan1,"Mycena sanguinolenta CBHHK176m v1.0","estExt_fgenesh1_pg.C_450051","estExt_fgenesh1_pg",1078353,1078917,"scaffold_45:177,897-180,680 (+)","scaffold_45",177897,180680,"(+)","IPRF:ipr020864 IPRF:ipr027417 PFD:pf01823",""
0.061982,Mycsan1,"Mycena sanguinolenta CBHHK176m v1.0","estExt_Genemark1.C_680036","estExt_Genemark1",1221095,1221659,"scaffold_68:111,049-112,541 (+)","scaffold_68",111049,112541,"(+)","IPRF:ipr020864 PFD:pf01823",""
0.061982,Mycsan1,"Mycena sanguinolenta CBHHK176m v1.0","fgenesh1_pg.78_#_5","fgenesh1_pg",943186,943750,"scaffold_78:20,667-21,587 (+)","scaffold_78",20667,21587,"(+)","IPRF:ipr020864 PFD:pf01823",""
0.061982,Mycsan1,"Mycena sanguinolenta CBHHK176m v1.0","fgenesh1_kg.45_#_147_#_TRINITY_DN8287_c0_g1_i1","fgenesh1_kg",1014841,1015405,"scaffold_45:161,756-162,577 (-)","scaffold_45",161756,162577,"(-)","IPRF:ipr020864 PFD:pf01823",""
0.061982,Mycsan1,"Mycena sanguinolenta CBHHK176m v1.0","fgenesh1_kg.45_#_151_#_TRINITY_DN8287_c0_g1_i1","fgenesh1_kg",1014845,1015409,"scaffold_45:167,610-168,707 (-)","scaffold_45",167610,168707,"(-)","IPRF:ipr020864 PFD:pf01823",""
0.061976,Mycalb1,"Mycena albidolilacea CBHHK002 v1.0","MIX20462_4_32","null",1000227,1001027,"scaffold_17:702,433-704,479 (+)","scaffold_17",702433,704479,"(+)","IPRF:ipr020864 PFD:pf01823",""
0.061976,Mycalb1,"Mycena albidolilacea CBHHK002 v1.0","MIX20459_6_26","null",1000224,1001024,"scaffold_17:697,135-699,761 (-)","scaffold_17",697135,699761,"(-)","IPRF:ipr020864 IPRF:ipr027417 PFD:pf01823",""
0.061976,Mycrub1,"Mycena capillaripes Frankland 9286 v1.0","fgenesh1_pg.11_#_136","fgenesh1_pg",1068483,1068895,"scaffold_11:582,113-584,701 (+)","scaffold_11",582113,584701,"(+)","IPRF:ipr020864 IPRF:ipr027417 PFD:pf01823",""
0.061976,Mycrub1,"Mycena capillaripes Frankland 9286 v1.0","MIX9121_6_22","null",1287009,1287421,"scaffold_11:516,284-518,595 (+)","scaffold_11",516284,518595,"(+)","IPRF:ipr020864 IPRF:ipr027417 PFD:pf01823",""
0.061975,Mycepi1,"Mycena epipterygia CBHHK145m v1.0","fgenesh1_pg.24_#_216","fgenesh1_pg",736379,737338,"scaffold_24:858,758-861,673 (+)","scaffold_24",858758,861673,"(+)","IPRF:ipr020864 IPRF:ipr027417 PFD:pf01823",""
0.061965,Mycmet1,"Mycena metata CBHHK182m v1.0","CE729599_2141","null",729600,733316,"scaffold_5:1,477,049-1,483,141 (+)","scaffold_5",1477049,1483141,"(+)","IPRF:ipr020864 PFD:pf01823",""
0.061965,Mycmet1,"Mycena metata CBHHK182m v1.0","fgenesh1_kg.56_#_122_#_TRINITY_DN12966_c0_g2_i1","fgenesh1_kg",1544757,1548473,"scaffold_56:157,476-160,920 (+)","scaffold_56",157476,160920,"(+)","IPRF:ipr020864 PFD:pf01823",""
0.061965,Mycmet1,"Mycena metata CBHHK182m v1.0","gm1.34629_g","Genemark1",1742513,1746229,"scaffold_322:27,298-28,424 (-)","scaffold_322",27298,28424,"(-)","IPRF:ipr020864 PFD:pf01823",""
0.061965,Mycmet1,"Mycena metata CBHHK182m v1.0","estExt_Genemark1.C_5500012","estExt_Genemark1",1902929,1906645,"scaffold_550:39,952-42,887 (-)","scaffold_550",39952,42887,"(-)","IPRF:ipr020864 IPRF:ipr027417 PFD:pf01823",""
0.061953,Mycgale1,"Mycena galericulata CBHHK162m v1.0","fgenesh1_kg.222_#_172_#_TRINITY_DN12568_c0_g1_i6","fgenesh1_kg",2099884,2101970,"scaffold_222:150,319-153,591 (+)","scaffold_222",150319,153591,"(+)","IPRF:ipr020864 IPRF:ipr027417 PFD:pf01823",""
0.061953,Mycgale1,"Mycena galericulata CBHHK162m v1.0","fgenesh1_kg.222_#_177_#_TRINITY_DN14689_c0_g1_i1","fgenesh1_kg",2099889,2101975,"scaffold_222:157,988-160,637 (-)","scaffold_222",157988,160637,"(-)","IPRF:ipr020864 IPRF:ipr027417 PFD:pf01823",""
0.061948,Mycgal1,"Mycena galopus ATCC-62051 v1.0","fgenesh1_pg.37_#_21","fgenesh1_pg",1759980,1760562,"scaffold_37:145,763-148,350 (+)","scaffold_37",145763,148350,"(+)","IPRF:ipr020864 IPRF:ipr027417 PFD:pf01823",""
0.061948,Mycgal1,"Mycena galopus ATCC-62051 v1.0","estExt_Genemark1.C_2620030","estExt_Genemark1",2028864,2029446,"scaffold_262:118,529-121,143 (+)","scaffold_262",118529,121143,"(+)","IPRF:ipr020864 IPRF:ipr027417 PFD:pf01823",""
0.061947,Favcal1_2,"Favolaschia claudopus CIRM-BRFM 2984 v1.0","gw1.95.278.1","Genewise1",2390906,2391856,"scaffold_95:322,926-323,819 (-)","scaffold_95",322926,323819,"(-)","IPRF:ipr020864 PFD:pf01823",""
0.061947,Favcal1_2,"Favolaschia claudopus CIRM-BRFM 2984 v1.0","e_gw1.47.332.1","Genewise1Plus",2539912,2540862,"scaffold_47:1,030,930-1,032,015 (+)","scaffold_47",1030930,1032015,"(+)","IPRF:ipr020864 PFD:pf01823",""
0.061947,Favcal1_2,"Favolaschia claudopus CIRM-BRFM 2984 v1.0","fgenesh1_pm.15_#_40","fgenesh1_pm",3310082,3311032,"scaffold_15:299,137-301,429 (-)","scaffold_15",299137,301429,"(-)","IPRF:ipr020864 IPRF:ipr027417 PFD:pf01823",""
0.061947,Favcal1_2,"Favolaschia claudopus CIRM-BRFM 2984 v1.0","MIX45752_1_10","null",3460845,3461795,"scaffold_15:282,215-283,748 (-)","scaffold_15",282215,283748,"(-)","IPRF:ipr020864 PFD:pf01823",""
0.061943,Mycreb1,"Mycena rebaudengoi CBHHK068 v1.0","fgenesh1_pg.31_#_127","fgenesh1_pg",1228468,1231812,"scaffold_31:629,227-630,530 (-)","scaffold_31",629227,630530,"(-)","IPRF:ipr020864 PFD:pf01823",""
0.061943,Mycreb1,"Mycena rebaudengoi CBHHK068 v1.0","fgenesh1_pg.142_#_44","fgenesh1_pg",1248170,1251514,"scaffold_142:181,517-184,385 (-)","scaffold_142",181517,184385,"(-)","IPRF:ipr020864 IPRF:ipr027417 PFD:pf01823",""
0.061943,Mycreb1,"Mycena rebaudengoi CBHHK068 v1.0","fgenesh1_kg.49_#_221_#_TRINITY_DN19872_c0_g1_i1","fgenesh1_kg",1339957,1343301,"scaffold_49:281,432-283,002 (-)","scaffold_49",281432,283002,"(-)","IPRF:ipr020864 PFD:pf01823",""
0.061943,Mycreb1,"Mycena rebaudengoi CBHHK068 v1.0","fgenesh1_kg.56_#_171_#_TRINITY_DN19872_c0_g1_i1","fgenesh1_kg",1343413,1346757,"scaffold_56:223,139-224,733 (-)","scaffold_56",223139,224733,"(-)","IPRF:ipr020864 PFD:pf01823",""
0.061943,Mycreb1,"Mycena rebaudengoi CBHHK068 v1.0","fgenesh1_kg.234_#_123_#_TRINITY_DN19040_c1_g2_i4","fgenesh1_kg",1395678,1399022,"scaffold_234:218,239-221,084 (-)","scaffold_234",218239,221084,"(-)","IPRF:ipr020864 PFD:pf01823",""
0.061943,Mycreb1,"Mycena rebaudengoi CBHHK068 v1.0","MIX64496_11_37","null",1613974,1617318,"scaffold_31:641,562-644,339 (-)","scaffold_31",641562,644339,"(-)","IPRF:ipr020864 IPRF:ipr027417 PFD:pf01823",""
0.061909,Myclep1,"Mycena leptocephala CBHHK5/15 v1.0","fgenesh1_pg.18_#_88","fgenesh1_pg",1853472,1857828,"scaffold_18:510,107-511,791 (+)","scaffold_18",510107,511791,"(+)","IPRF:ipr020864 PFD:pf01823",""
0.061909,Myclep1,"Mycena leptocephala CBHHK5/15 v1.0","fgenesh1_pg.312_#_16","fgenesh1_pg",1879433,1883789,"scaffold_312:67,747-69,001 (+)","scaffold_312",67747,69001,"(+)","IPRF:ipr020864 PFD:pf01823",""
0.061909,Myclep1,"Mycena leptocephala CBHHK5/15 v1.0","fgenesh1_pg.658_#_30","fgenesh1_pg",1894338,1898694,"scaffold_658:145,112-148,275 (-)","scaffold_658",145112,148275,"(-)","IPRF:ipr020864 IPRF:ipr027417 PFD:pf01823",""
0.061909,Myclep1,"Mycena leptocephala CBHHK5/15 v1.0","estExt_Genewise1.C_21940018","estExt_Genewise1",2219400,2223756,"scaffold_2194:27,056-29,968 (-)","scaffold_2194",27056,29968,"(-)","IPRF:ipr020864 PFD:pf01823",""
0.061909,Myclep1,"Mycena leptocephala CBHHK5/15 v1.0","gm1.49391_g","Genemark1",2348579,2352935,"scaffold_665:29,835-33,365 (-)","scaffold_665",29835,33365,"(-)","IPRF:ipr020864 IPRF:ipr027417 PFD:pf01823",""
0.061887,Mycoli1,"Mycena olivaceomarginata CBHHK47/15 v1.0","CE750617_30","null",750618,750618,"scaffold_2331:21,591-22,535 (+)","scaffold_2331",21591,22535,"(+)","IPRF:ipr020864 PFD:pf01823",""
0.061887,Mycoli1,"Mycena olivaceomarginata CBHHK47/15 v1.0","CE773007_381","null",773008,773008,"scaffold_240:273,780-276,885 (+)","scaffold_240",273780,276885,"(+)","IPRF:ipr020864 PFD:pf01823",""
0.061887,Mycoli1,"Mycena olivaceomarginata CBHHK47/15 v1.0","fgenesh1_pg.180_#_57","fgenesh1_pg",2575392,2577576,"scaffold_180:310,890-311,903 (-)","scaffold_180",310890,311903,"(-)","IPRF:ipr020864 PFD:pf01823",""
0.061887,Mycoli1,"Mycena olivaceomarginata CBHHK47/15 v1.0","fgenesh1_kg.37_#_72_#_TRINITY_DN20374_c1_g1_i1","fgenesh1_kg",2688979,2691163,"scaffold_37:158,757-159,759 (-)","scaffold_37",158757,159759,"(-)","IPRF:ipr020864 PFD:pf01823",""
0.061887,Mycoli1,"Mycena olivaceomarginata CBHHK47/15 v1.0","fgenesh1_kg.37_#_65_#_TRINITY_DN20374_c1_g1_i1","fgenesh1_kg",2688972,2691156,"scaffold_37:140,003-141,172 (+)","scaffold_37",140003,141172,"(+)","IPRF:ipr020864 PFD:pf01823",""
0.061887,Mycoli1,"Mycena olivaceomarginata CBHHK47/15 v1.0","fgenesh1_kg.37_#_67_#_TRINITY_DN35603_c1_g1_i1","fgenesh1_kg",2688974,2691158,"scaffold_37:143,224-144,257 (-)","scaffold_37",143224,144257,"(-)","IPRF:ipr020864 PFD:pf01823",""
0.061887,Mycoli1,"Mycena olivaceomarginata CBHHK47/15 v1.0","fgenesh1_kg.125_#_35_#_TRINITY_DN20374_c1_g1_i1","fgenesh1_kg",2723440,2725624,"scaffold_125:111,832-112,782 (-)","scaffold_125",111832,112782,"(-)","IPRF:ipr020864 PFD:pf01823",""
0.061887,Mycoli1,"Mycena olivaceomarginata CBHHK47/15 v1.0","fgenesh1_kg.125_#_45_#_TRINITY_DN20374_c1_g2_i1","fgenesh1_kg",2723450,2725634,"scaffold_125:120,615-123,354 (-)","scaffold_125",120615,123354,"(-)","IPRF:ipr020864 PFD:pf01823",""
0.061887,Mycoli1,"Mycena olivaceomarginata CBHHK47/15 v1.0","fgenesh1_kg.611_#_28_#_TRINITY_DN20374_c1_g2_i1","fgenesh1_kg",2840844,2843028,"scaffold_611:72,588-75,437 (+)","scaffold_611",72588,75437,"(+)","IPRF:ipr020864 IPRF:ipr027417 PFD:pf01823",""
0.061887,Mycoli1,"Mycena olivaceomarginata CBHHK47/15 v1.0","fgenesh1_kg.1658_#_40_#_TRINITY_DN35603_c1_g1_i1","fgenesh1_kg",2980824,2983008,"scaffold_1658:74,809-75,774 (+)","scaffold_1658",74809,75774,"(+)","IPRF:ipr020864 PFD:pf01823",""
0.061887,Mycoli1,"Mycena olivaceomarginata CBHHK47/15 v1.0","fgenesh1_kg.1658_#_42_#_TRINITY_DN20374_c1_g1_i1","fgenesh1_kg",2980826,2983010,"scaffold_1658:77,850-78,985 (-)","scaffold_1658",77850,78985,"(-)","IPRF:ipr020864 PFD:pf01823",""
0.061887,Mycoli1,"Mycena olivaceomarginata CBHHK47/15 v1.0","fgenesh1_kg.1826_#_26_#_TRINITY_DN20374_c1_g1_i1","fgenesh1_kg",2995880,2998064,"scaffold_1826:34,684-35,682 (-)","scaffold_1826",34684,35682,"(-)","IPRF:ipr020864 PFD:pf01823",""
0.061887,Mycoli1,"Mycena olivaceomarginata CBHHK47/15 v1.0","fgenesh1_kg.2454_#_25_#_TRINITY_DN20374_c1_g2_i1","fgenesh1_kg",3037834,3040018,"scaffold_2454:50,048-52,609 (+)","scaffold_2454",50048,52609,"(+)","IPRF:ipr020864 IPRF:ipr027417 PFD:pf01823",""
0.061887,Mycoli1,"Mycena olivaceomarginata CBHHK47/15 v1.0","estExt_fgenesh1_pg.C_370034","estExt_fgenesh1_pg",3126484,3128668,"scaffold_37:146,594-149,354 (+)","scaffold_37",146594,149354,"(+)","IPRF:ipr020864 IPRF:ipr027417 PFD:pf01823",""
0.061887,Mycoli1,"Mycena olivaceomarginata CBHHK47/15 v1.0","MIX73338_22_89","null",3614289,3616473,"scaffold_1826:161-1,298 (+)","scaffold_1826",161,1298,"(+)","IPRF:ipr020864 PFD:pf01823",""
0.061887,Mycoli1,"Mycena olivaceomarginata CBHHK47/15 v1.0","MIX94443_15_47","null",3635394,3637578,"scaffold_2103:22,397-25,082 (+)","scaffold_2103",22397,25082,"(+)","IPRF:ipr020864 IPRF:ipr027417 PFD:pf01823",""
0.054408,Rigmic1,"Rigidoporus microporus ED310 v1.0","gm1.8839_g","Genemark1",949518,949608,"scaffold_27:49,378-51,152 (-)","scaffold_27",49378,51152,"(-)","TCDB:1.C.39.9.1 IPRF:ipr020864 PFD:pf01823",""
0.054405,Flafl1,"Flavodon flavus 38 v1.0","CE822842_1440","null",822843,823129,"scaffold_5:2,196,399-2,198,711 (+)","scaffold_5",2196399,2198711,"(+)","TCDB:1.C.97.2.1 IPRF:ipr020864 PFD:pf01823",""
0.054397,Butyri1,"Butyriboletus roseoflavus v1.0","evm.model.06597","ExternalModels",7492,7492,"Contig_5:319,771-321,724 (+)","Contig_5",319771,321724,"(+)","TCDB:1.C.39.9.1 IPRF:ipr020864 PFD:pf01823",""
0.054397,Butyri1,"Butyriboletus roseoflavus v1.0","evm.model.06598","ExternalModels",7493,7493,"Contig_5:323,160-324,991 (-)","Contig_5",323160,324991,"(-)","TCDB:1.C.39.9.1 IPRF:ipr020864 PFD:pf01823",""
